Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Understanding and Predicting Student Self-Regulated Learning Strategies in Game-Based Learning Environments","International Journal of Artificial Intelligence in Education","","23","1 - 4","10.1007/s40593-013-0004-6","Jennifer L. SabourinLucy R. ShoresBradford W. MottJames C. Lester","2013","http://link.springer.com/article/10.1007/s40593-013-0004-6","Article"
"Every team deserves a second chance: an extended study on predicting team performance","Autonomous Agents and Multi-Agent Systems","","31","5","10.1007/s10458-016-9348-2","Leandro Soriano MarcolinoAravind S. LakshminarayananVaishnavh NagarajanMilind Tambe","2017","http://link.springer.com/article/10.1007/s10458-016-9348-2","Article"
"Efficient nonlinear classification via low-rank regularised least squares","Neural Computing and Applications","","22","7 - 8","10.1007/s00521-012-1076-1","Zhouyu FuGuojun LuKai Ming TingDengsheng Zhang","2013","http://link.springer.com/article/10.1007/s00521-012-1076-1","Article"
"A bio-inspired hierarchical clustering algorithm with backtracking strategy","Applied Intelligence","","42","2","10.1007/s10489-014-0573-6","Akil ElkamelMariem GzaraHanêne Ben-Abdallah","2015","http://link.springer.com/article/10.1007/s10489-014-0573-6","Article"
"Latent Structure Preserving Hashing","International Journal of Computer Vision","","122","3","10.1007/s11263-016-0931-4","Li LiuMengyang YuLing Shao","2017","http://link.springer.com/article/10.1007/s11263-016-0931-4","Article"
"Gradient-based boosting for statistical relational learning: the Markov logic network and missing data cases","Machine Learning","","100","1","10.1007/s10994-015-5481-4","Tushar KhotSriraam NatarajanKristian KerstingJude Shavlik","2015","http://link.springer.com/article/10.1007/s10994-015-5481-4","Article"
"Tolerance rough set firefly-based quick reduct","Neural Computing and Applications","","28","10","10.1007/s00521-016-2514-2","Jothi GanesanHannah H. InbaraniAhmad Taher AzarKemal Polat","2017","http://link.springer.com/article/10.1007/s00521-016-2514-2","Article"
"Fatman: Building Reliable Archival Storage Based on Low-Cost Volunteer Resources","Journal of Computer Science and Technology","","30","2","10.1007/s11390-015-1521-6","An QinDian-Ming HuJun LiuWen-Jun YangDai Tan","2015","http://link.springer.com/article/10.1007/s11390-015-1521-6","Article"
"Artificial neural network based screening of cervical cancer using a hierarchical modular neural network architecture (HMNNA) and novel benchmark uterine cervix cancer database","Neural Computing and Applications","","","","10.1007/s00521-017-3246-7","Mehbob AliAbid SarwarVinod SharmaJyotsna Suri","2017","http://link.springer.com/article/10.1007/s00521-017-3246-7","Article"
"Beam search algorithms for multilabel learning","Machine Learning","","92","1","10.1007/s10994-013-5371-6","Abhishek KumarShankar VembuAditya Krishna MenonCharles Elkan","2013","http://link.springer.com/article/10.1007/s10994-013-5371-6","Article"
"Automated reference resolution in legal texts","Artificial Intelligence and Law","","22","1","10.1007/s10506-013-9149-8","Oanh Thi TranBach Xuan NgoMinh Le NguyenAkira Shimazu","2014","http://link.springer.com/article/10.1007/s10506-013-9149-8","Article"
"Image Annotation by Propagating Labels from Semantic Neighbourhoods","International Journal of Computer Vision","","121","1","10.1007/s11263-016-0927-0","Yashaswi VermaC. V. Jawahar","2017","http://link.springer.com/article/10.1007/s11263-016-0927-0","Article"
"Loda: Lightweight on-line detector of anomalies","Machine Learning","","102","2","10.1007/s10994-015-5521-0","Tomáš Pevný","2016","http://link.springer.com/article/10.1007/s10994-015-5521-0","Article"
"Assessing methodologies for intelligent bankruptcy prediction","Artificial Intelligence Review","","43","1","10.1007/s10462-012-9367-6","Efstathios Kirkos","2015","http://link.springer.com/article/10.1007/s10462-012-9367-6","Article"
"Interactive relational reinforcement learning of concept semantics","Machine Learning","","94","2","10.1007/s10994-013-5344-9","Matthias NicklesAchim Rettinger","2014","http://link.springer.com/article/10.1007/s10994-013-5344-9","Article"
"Red tides prediction system using fuzzy reasoning and the ensemble method","Applied Intelligence","","40","2","10.1007/s10489-013-0457-1","Sun ParkSeong Ro Lee","2014","http://link.springer.com/article/10.1007/s10489-013-0457-1","Article"
"Coordinated inductive learning using argumentation-based communication","Autonomous Agents and Multi-Agent Systems","","29","2","10.1007/s10458-014-9256-2","Santiago OntañónEnric Plaza","2015","http://link.springer.com/article/10.1007/s10458-014-9256-2","Article"
"Automatic Arabic text summarization: a survey","Artificial Intelligence Review","","45","2","10.1007/s10462-015-9442-x","Asma Bader Al-SalehMohamed El Bachir Menai","2016","http://link.springer.com/article/10.1007/s10462-015-9442-x","Article"
"Multiclass multiple kernel learning using hypersphere for pattern recognition","Applied Intelligence","","","","10.1007/s10489-017-1111-0","Yu GuoHuaitie Xiao","2017","http://link.springer.com/article/10.1007/s10489-017-1111-0","Article"
"A review of heterogeneous data mining for brain disorder identification","Brain Informatics","","2","4","10.1007/s40708-015-0021-3","Bokai CaoXiangnan KongPhilip S. Yu","2015","http://link.springer.com/article/10.1007/s40708-015-0021-3","Article"
"Interval probabilistic neural network","Neural Computing and Applications","","28","4","10.1007/s00521-015-2109-3","Piotr A. KowalskiPiotr Kulczycki","2017","http://link.springer.com/article/10.1007/s00521-015-2109-3","Article"
"An ant colony-based semi-supervised approach for learning classification rules","Swarm Intelligence","","9","4","10.1007/s11721-015-0116-8","Julio AlbinatiSamuel E. L. OliveiraFernando E. B. OteroGisele L. Pappa","2015","http://link.springer.com/article/10.1007/s11721-015-0116-8","Article"
"Performance divergence with data discrepancy: a review","Artificial Intelligence Review","","40","4","10.1007/s10462-011-9289-8","Sarada Prasad Dakua","2013","http://link.springer.com/article/10.1007/s10462-011-9289-8","Article"
"Evaluation of artificial intelligent techniques to secure information in enterprises","Artificial Intelligence Review","","42","4","10.1007/s10462-012-9372-9","Amjad RehmanTanzila Saba","2014","http://link.springer.com/article/10.1007/s10462-012-9372-9","Article"
"Analyzing customer behavior from shopping path data using operation edit distance","Applied Intelligence","","","","10.1007/s10489-016-0839-2","M. Alex SyaekhoniChanseung LeeYoung S. Kwon","2016","http://link.springer.com/article/10.1007/s10489-016-0839-2","Article"
"Expected similarity estimation for large-scale batch and streaming anomaly detection","Machine Learning","","105","3","10.1007/s10994-016-5567-7","Markus SchneiderWolfgang ErtelFabio Ramos","2016","http://link.springer.com/article/10.1007/s10994-016-5567-7","Article"
"Generalized Dictionaries for Multiple Instance Learning","International Journal of Computer Vision","","114","2 - 3","10.1007/s11263-015-0831-z","Ashish ShrivastavaVishal M. PatelJaishanker K. PillaiRama Chellappa","2015","http://link.springer.com/article/10.1007/s11263-015-0831-z","Article"
"Automatic query rewriting schemes for multitenant SaaS applications","Automated Software Engineering","","23","4","10.1007/s10515-015-0178-2","Chun-Feng LiaoKung ChenDeik Hoong TanJiu-Jye Chen","2016","http://link.springer.com/article/10.1007/s10515-015-0178-2","Article"
"The Ignorant Led by the Blind: A Hybrid Human–Machine Vision System for Fine-Grained Categorization","International Journal of Computer Vision","","108","1 - 2","10.1007/s11263-014-0698-4","Steve BransonGrant Van HornCatherine WahPietro PeronaSerge Belongie","2014","http://link.springer.com/article/10.1007/s11263-014-0698-4","Article"
"Sense induction in folksonomies: a review","Artificial Intelligence Review","","40","2","10.1007/s10462-012-9382-7","Pierre AndrewsJuan Pane","2013","http://link.springer.com/article/10.1007/s10462-012-9382-7","Article"
"Superior neuro-fuzzy classification systems","Neural Computing and Applications","","23","1","10.1007/s00521-012-1231-8","Ahmad Taher AzarShaimaa Ahmed El-Said","2013","http://link.springer.com/article/10.1007/s00521-012-1231-8","Article"
"Adaptive Spatial-Spectral Dictionary Learning for Hyperspectral Image Restoration","International Journal of Computer Vision","","122","2","10.1007/s11263-016-0921-6","Ying FuAntony LamImari SatoYoichi Sato","2017","http://link.springer.com/article/10.1007/s11263-016-0921-6","Article"
"Performance Metrics and Models for Shared Cache","Journal of Computer Science and Technology","","29","4","10.1007/s11390-014-1460-7","Chen DingXiaoya XiangBin BaoHao LuoYing-Wei LuoXiao-Lin Wang","2014","http://link.springer.com/article/10.1007/s11390-014-1460-7","Article"
"A systematic review of data-driven approaches in player modeling of educational games","Artificial Intelligence Review","","","","10.1007/s10462-017-9609-8","Danial HooshyarMoslem YousefiHeuiseok Lim","2017","http://link.springer.com/article/10.1007/s10462-017-9609-8","Article"
"Asymmetric and Category Invariant Feature Transformations for Domain Adaptation","International Journal of Computer Vision","","109","1 - 2","10.1007/s11263-014-0719-3","Judy HoffmanErik RodnerJeff DonahueBrian KulisKate Saenko","2014","http://link.springer.com/article/10.1007/s11263-014-0719-3","Article"
"Short-term traffic flow forecasting: parametric and nonparametric approaches via emotional temporal difference learning","Neural Computing and Applications","","23","1","10.1007/s00521-012-0977-3","Javad AbdiBehzad MoshiriBaher AbdulhaiAli Khaki Sedigh","2013","http://link.springer.com/article/10.1007/s00521-012-0977-3","Article"
"Stacked Predictive Sparse Decomposition for Classification of Histology Sections","International Journal of Computer Vision","","113","1","10.1007/s11263-014-0790-9","Hang ChangYin ZhouAlexander BorowskyKenneth BarnerPaul SpellmanBahram Parvin","2015","http://link.springer.com/article/10.1007/s11263-014-0790-9","Article"
"Scene Classification Using Multi-Resolution WAHOLB Features and Neural Network Classifier","Neural Processing Letters","","46","2","10.1007/s11063-017-9614-6","Gholam Ali MontazerDavar Giveki","2017","http://link.springer.com/article/10.1007/s11063-017-9614-6","Article"
"Propagation kernels: efficient graph kernels from propagated information","Machine Learning","","102","2","10.1007/s10994-015-5517-9","Marion NeumannRoman GarnettChristian BauckhageKristian Kersting","2016","http://link.springer.com/article/10.1007/s10994-015-5517-9","Article"
"A Structure Learning Algorithm for Bayesian Network Using Prior Knowledge","Journal of Computer Science and Technology","","30","4","10.1007/s11390-015-1556-8","Jun-Gang XuYue ZhaoJian ChenChao Han","2015","http://link.springer.com/article/10.1007/s11390-015-1556-8","Article"
"An adaptive RL based approach for dynamic resource provisioning in Cloud virtualized data centers","Computing","","97","12","10.1007/s00607-015-0455-8","Fouad BahrpeymaHassan HaghighiAli Zakerolhosseini","2015","http://link.springer.com/article/10.1007/s00607-015-0455-8","Article"
"Data-driven agent-based modeling, with application to rooftop solar adoption","Autonomous Agents and Multi-Agent Systems","","30","6","10.1007/s10458-016-9326-8","Haifeng ZhangYevgeniy VorobeychikJoshua LetchfordKiran Lakkaraju","2016","http://link.springer.com/article/10.1007/s10458-016-9326-8","Article"
"The importance of the label hierarchy in hierarchical multi-label classification","Journal of Intelligent Information Systems","","45","2","10.1007/s10844-014-0347-y","Jurica LevatićDragi KocevSašo Džeroski","2015","http://link.springer.com/article/10.1007/s10844-014-0347-y","Article"
"Transductive Zero-Shot Action Recognition by Word-Vector Embedding","International Journal of Computer Vision","","123","3","10.1007/s11263-016-0983-5","Xun XuTimothy HospedalesShaogang Gong","2017","http://link.springer.com/article/10.1007/s11263-016-0983-5","Article"
"News","KI - Künstliche Intelligenz","","27","2","10.1007/s13218-013-0252-5","","2013","http://link.springer.com/article/10.1007/s13218-013-0252-5","Article"
"Automated human motion segmentation via motion regularities","The Visual Computer","","31","1","10.1007/s00371-013-0902-5","Rongyi LanHuaijiang Sun","2015","http://link.springer.com/article/10.1007/s00371-013-0902-5","Article"
"Using dynamic time warping distances as features for improved time series classification","Data Mining and Knowledge Discovery","","30","2","10.1007/s10618-015-0418-x","Rohit J. Kate","2016","http://link.springer.com/article/10.1007/s10618-015-0418-x","Article"
"In-memory, distributed content-based recommender system","Journal of Intelligent Information Systems","","42","3","10.1007/s10844-013-0276-1","Simon DoomsPieter AudenaertJan FostierToon De PessemierLuc Martens","2014","http://link.springer.com/article/10.1007/s10844-013-0276-1","Article"
"Efficient Dictionary Learning with Sparseness-Enforcing Projections","International Journal of Computer Vision","","114","2 - 3","10.1007/s11263-015-0799-8","Markus ThomMatthias RappGünther Palm","2015","http://link.springer.com/article/10.1007/s11263-015-0799-8","Article"
"Preliminary numerical investigations of conformal predictors based on fuzzy logic classifiers","Annals of Mathematics and Artificial Intelligence","","74","1 - 2","10.1007/s10472-014-9399-5","A. MurariJ. VegaD. MazonT. Courregelongue","2015","http://link.springer.com/article/10.1007/s10472-014-9399-5","Article"
"A survey on software fault detection based on different prediction approaches","Vietnam Journal of Computer Science","","1","2","10.1007/s40595-013-0008-z","Golnoush AbaeiAli Selamat","2014","http://link.springer.com/article/10.1007/s40595-013-0008-z","Article"
